Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-vdss_lombardo,tdc-b3db_regression,tdc-ppbr_az,tdc-half_life_obach,tdc-clearance_hepatocyte_az,tdc-clearance_microsome_az
N#CSc1ccc(N)cc1,,-2.6015,,,,,,,,
N#C[O-].[K+],,0.9659600909,,,,,,,,
N#C[O-].[Na+],,0.1711169096,,,,,,,,
N#C[S-].[Cu+],,-4.8040109101,,,,,,,,
N#C[S-].[NH4+],,0.9178,,,,,,,,
N#C[S-].[Na+],,1.0911130427,,,,,,,,
N#Cc1c(Cl)cccc1Cl,,-3.9803,,,,,,,,
N#Cc1c(O)[nH]c(Cl)cc1=O,,-1.2319,,,,,,,,
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,,-5.1395,,,,,,,,
N#Cc1cc(Br)c(O)c(Br)c1,,-3.3284,,,,,,,,
N#Cc1cc(I)c(O)c(I)c1,,-3.61,,,,,,,,
N#Cc1ccc(C(=O)O)cc1,,-2.0885,,,,,,,,
N#Cc1ccc(Cl)cc1,,-2.749354496,,,,,,,,
N#Cc1ccc(N)cc1,,-1.1429743647,,,,,,,,
N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,,-3.6,,,,,,,,
N#Cc1ccc2c(c1)C(=O)OC2,,-2.7021,,,,,,,,
N#Cc1cccc(C(=O)O)c1,,-2.63,,,,,,,,
N#Cc1cccc(N)c1,,-1.1693,,,,,,,,
N#Cc1cccc(N=C=S)c1,,-3.19,,,,,,,,
N#Cc1cccc([N+](=O)[O-])c1C#N,,-2.9373448418,,,,,,,,
N#Cc1ccccc1,,-1.7123,,,,,,,,
N#Cc1ccccc1-c1ccc(CBr)cc1,,-6.6566491092,,,,,,,,
N#Cc1ccccc1/C=C/c1ccc(/C=C/c2ccccc2C#N)cc1,,-4.2206388586,,,,,,,,
N#Cc1ccccc1C#N,,-2.38,,,,,,,,
N#Cc1ccccc1O,,-0.7749656265,,,,,,,,
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,,-5.3619,,,,,,,,
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,,-6.33,,,,,,,,
N#N,,-0.1901,,,,0.03,,,,
N#[N+]c1ccc(S(=O)(=O)O)cc1,,-2.42,,,,,,,,
N.N.N.N.N.N.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo],,-0.7664726234999999,,,,,,,,
N.N.N.N.O=C([O-])O.O=C([O-])O.[Pd+2],,-0.7223996879000001,,,,,,,,
N.N.O=C(O)O,,-0.9826601144,,,,,,,,
N.N.O=C(O)[C@H](O)[C@@H](O)C(=O)O,,0.3662767625999999,,,,,,,,
N.N.[Cl-].[Cl-].[Pd+2],,-2.5257397803,,,,,,,,
N.N.[Cl-].[Cl-].[Pt+2],,-2.0741,,,,,,,,
N.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3],,0.6609213970000001,,,,,,,,
N/C(N=O)=C(\N)NO,,-0.7773,,,,,,,,
N=C(N)N.N=C(N)N.O=C(O)O,,0.3975348561999999,,,,,,,,
N=C(N)N.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1.[Cl-].[H+],,-7.751246761699999,,,,,,,,
N=C(N)N.O=[N+]([O-])O,,0.0102512628,,,,,,,,
N=C(N)N.[Cl-].[H+],,1.3522850438999998,,,,,,,,
N=C(N)NC(=N)Nc1cccc2ccccc12,,-2.3151,,,,,,,,
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,,-2.87,,-6.251812,,,27.09,,3.0,3.0
N=C(N)NCC(=O)O,,-1.51,,,,,,,,
N=C(N)NCCCC(N)C(=O)O,,0.0,,,,,,,,
N=C(N)NN=C1C=CC(=NNC(=N)N)c2ccccc21,,-3.29,,,,,,,,
N=C(N)NN=Cc1c(O)ccc2ccccc12,,-2.46,,,,,,,,
N=C(N)S(=O)O,,-0.5567928158,,,,,,,,
N=C(N)c1ccc(CCc2ccc(C(=N)N)o2)o1,,-1.02,,,,,,,,
N=C(NN)N[N+](=O)[O-],,-1.6458,,,,,,,,
N=C(c1ccccc1)c1ccccc1,,-2.7811280063,,,,,,,,
N=C1C=CC2=CC(S(=O)(=O)[O-])=CC(=O)C2=C1NNc1ccc(N)cc1S(=O)(=O)[O-].[Na+].[Na+],,0.3165863989999999,,,,,,,,
N=C1C=CC2=CC(S(=O)(=O)[O-])=CC(=O)C2=C1NNc1ccccc1S(=O)(=O)c1ccccc1.[Na+],,-2.0888316761000003,,,,,,,,
N=NN=NC1=CCc2c(cccc2S(=O)(=O)Oc2ccc(C(=O)c3ccc(O)c(O)c3O)cc2)C1=O,,-5.1052907305,,,,,,,,
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,,-2.8005950876,,,,,,,,
NC(=NO)N1Cc2cccc3c(Cl)ccc(c23)C1,,-2.0,,,,,,,,
NC(=NO)N1Cc2cccc3c2C(CCC3)C1,,-1.35,,,,,,,,
NC(=Nc1ccc(N)cc1)N1Cc2cccc3cccc(c23)C1,,-1.83,,,,,,,,
NC(=O)C(=NO)C(N)=O,,-0.0384,,,,,,,,
NC(=O)C(Br)(Br)Br,,-1.2668,,,,,,,,
NC(=O)C(Br)Br,,-1.0574,,,,,,,,
NC(=O)C(Cl)(Cl)Cl,,-1.0966,,,,,,,,
NC(=O)C(Cl)CCl,,-0.5138,,,,,,,,
NC(=O)C(F)(F)F,,-1.4850227408,,,,,,,,
NC(=O)C(N)C(O)C(=O)O,,-1.1494,,,,,,,,
NC(=O)C1(N2C(=O)c3cccc(Cl)c3C2=O)CCCCC1,,-4.0097,,,,,,,,
NC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,,-2.27,,,,,,,,
NC(=O)C=Cc1ccccc1[N+](=O)[O-],,-1.2837,,,,,,,,
NC(=O)CBr,,0.0643,,,,,,,,
NC(=O)CCC(N)C(=O)O,,-0.54,,,,,,,,
NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccccc5)nc(N(CCO)CCC(N)=O)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1.[Na+].[Na+],,-1.2475609958,,,,,,,,
NC(=O)CCNCCO,,-0.1211098882,,,,,,,,
NC(=O)CC[C@H](N)C(=O)O,,-0.5483114193999999,,-6.0702906,,,,,,
NC(=O)CC[C@H](NC(=O)C[NH3+])C(=O)[O-],,-0.194310278,,,,,,,,
NC(=O)CCl,,-0.0166,,,,,,,,
NC(=O)CF,,1.1132,,,,,,,,
NC(=O)CNC(=O)CNC(=O)OCc1ccccc1,,-2.35,,,,,,,,
NC(=O)CNC(=O)COC(=O)c1ccccc1,,-1.4983,,,,,,,,
NC(=O)COC(=O)c1ccccc1,,-1.6405,,,,,,,,
NC(=O)C[C@H](NC(=O)CCl)C(=O)O,,-0.3193,,,,,,,,
NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-],,-1.7635818574000002,,,,,,,,
NC(=O)Cc1ccc(-c2ccccc2)cc1,,-3.33,,,,,,,,
NC(=O)N(CCO)/N=C/c1ccc([N+](=O)[O-])o1,,-2.6852,,,,,,,,
NC(=O)N/N=C/C(O)C(O)C(O)C(O)CO,,-0.4257,,,,,,,,
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,,-2.98,,,,,,,,
NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21,,-2.03,,,,,,,,
NC(=O)N1c2ccccc2C=Cc2ccccc21,,-3.29,,,,,,,12.6,
NC(=O)NC(=O)C=CC(=O)O,,-1.9202,,,,,,,,
NC(=O)NC1(O)NC(=O)NC1(O)C(=O)O,,-0.37,,,,,,,,
NC(=O)NC1NC(=O)NC1=O,,-1.5087824856999998,,,,,,,,
NC(=O)NCC(=O)NCC(=O)NCC(=O)O,,-1.3505,,,,,,,,
NC(=O)NCC(=O)NCC(=O)O,,-0.8996,,,,,,,,
NC(=O)NCC(=O)O,,-0.5809,,,,,,,,
NC(=O)NCCC(=O)O,,-0.8014,,,,,,,,
NC(=O)NCCCCCC(=O)O,,-2.16,,,,,,,,
NC(=O)NCNC(N)=O,,-0.6525,,,,,,,,
NC(=O)NCO,,-0.3463,,,,,,,,
NC(=O)NCc1ccccc1,,-0.9462,,,,,,,,
NC(=O)NCl,,0.3256,,,,,,,,
NC(=O)NN=C1CCCCC1,,-1.4127,,,,,,,,
NC(=O)NN=CC(O)C(O)C(O)CO,,0.02,,,,,,,,
NC(=O)NN=CCOC1CCCCC1,,-1.74,,,,,,,,
NC(=O)NN=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,-0.53,,,,,,,,
NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)CO,,-0.1288,,,,,,,,
NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,-1.0041,,,,,,,,
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,,-2.92,,,,,,,,
NC(=O)NO,,1.1189,,,,,,3.4,,
NC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],,-2.0958,,,,,,,,
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cc(N)c(S(=O)(=O)[O-])cc3N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)n2)ccc1N=Nc1cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+],,-0.5105575438000001,,,,,,,,
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(-c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc8cc7S(=O)(=O)[O-])c(NC(N)=O)c6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)n2)ccc1N=Nc1cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],,-1.4981682805,,,,,,,,
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c3)n2)ccc1N=Nc1cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],,-0.4261364852,,,,,,,,
NC(=O)OC(CCl)CCl,,-1.3605,,,,,,,,
NC(=O)OCC(Cl)(Cl)Cl,,-1.2843,,,,,,,,
NC(=O)OCC1COC2(CCCCC2)O1,,-1.89,,,,,,,,
NC(=O)OCC1CSC2(CCCCC2)O1,,-2.82,,,,,,,,
NC(=O)OCC1CSC2(CCCCC2)S1,,-3.52,,,,,,,,
NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,,0.2946,,,,,,,,
NC(=O)SCC(=O)Nc1ccccc1,,-1.3228,,,,,,,,
NC(=O)[C@@H]1CCC[NH2+]1,,0.7853597575,,,,,,,,
NC(=O)c1c(Cl)cccc1Cl,,-1.8427,,,,,,,,
NC(=O)c1cc(Cl)cc(Cl)c1N,,-2.0814,,,,,,,,
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],,-2.3,,,,,,,,
NC(=O)c1ccc(Cl)c(N)c1,,-1.976703976,,,,,,,,
NC(=O)c1ccc(N)cc1,,-1.2255453859,,,,,,,,
NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,,-4.9156499936,,,,,,,,
NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,,-4.9367254155,,,,,,,,
NC(=O)c1ccc(S(N)(=O)=O)cc1,,-2.3015,,,,,,,,
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,,0.1782048937999999,,,,,,,,
NC(=O)c1ccc[n+](Cc2ccccc2)c1.[Cl-],,0.2936103731,,,,,,,,
NC(=O)c1cccc(S(N)(=O)=O)c1,,-2.1554,,,,,,,,
NC(=O)c1ccccc1C(N)=O,,-2.4371,,,,,,,,
NC(=O)c1ccccn1,,0.1685,,,,,,,,
NC(=O)c1cccnc1,,0.6121583154,,,,,,,,
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,,-3.5,,,,,,,,
NC(=O)c1cnccn1,,-0.667,,,,,,,,
NC(=O)c1nc(-c2ccccc2)n(-c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)n1,,-5.6635,,,,,,,,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,-0.2355,,,,,,45.0,,
NC(=S)Nc1cccc2ccccc12,,-2.5278,,,,,,,,
NC(=S)Nc1ccccc1,,-1.7898,,,,,,,,
NC(=S)SCC(=O)O,,-0.7482,,,,,,,,
NC(=S)c1c(Cl)cccc1Cl,,-2.3363,,,,,,,,
NC(=S)c1ccccc1,,-1.92,,,,,,,,
NC(C(=O)NCC(=O)O)c1ccccc1,,-1.41,,,,,,,,
NC(C(=O)O)C(O)C(O)C(O)CO,,-0.8590000000000001,,,,,,,,
NC(C(=O)O)c1ccc(O)cc1,,-0.53,,,,,,,,
NC(CC(=O)O)C(=O)O,,-1.2293181874,,,,,,,,
NC(CCC(=O)O)C(=O)O,,-0.9916,,-6.0700002,,,,,,
NC(CCC(=O)O)C(=O)O.[Cl-].[H+],,0.3159,,,,,,,,
NC(CCC(=O)O)C(=O)[O-].[Na+],,0.3919616292,,,,,,,,
NC(CCCC(=O)O)C(=O)O,,-1.8648,,,,,,,,
NC(CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,,-3.0,,,,,,,,
NC(CCSSCCC(N)C(=O)O)C(=O)O,,-3.12,,,,,,,,
NC(CO)(CO)CO,,0.7906283690000001,,,,,,,,
NC(CO)C(=O)O,,-0.02,,,,,,,,
NC(CO)CO,,0.9744271172,,,,,,,,
NC(CS)C(=O)O,,0.3597,,,,,,,,
NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O,,-2.77,,,,,,,,
NC(CSCCCCSCC(N)C(=O)O)C(=O)O,,-3.62,,,,,,,,
NC(CSCCCSCC(N)C(=O)O)C(=O)O,,-2.49,,,,,,,,
NC(CSCCSCC(N)C(=O)O)C(=O)O,,-2.85,,,,,,,,
NC(Cc1[nH]nc2ccccc12)C(=O)O,,-1.4091,,,,,,,,
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,,-1.3430000000000002,,,,,,,,
NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,,-0.85,,,,,,,,
NC(Cc1c[nH]c2ccccc12)C(=O)O,,-1.77,,-5.3899999,,,,,,
NC(Cc1cc(Cl)c(O)c(Cl)c1)C(=O)O,,-1.7546,,,,,,,,
NC(Cc1ccc(O)c(O)c1)C(=O)O,,-1.5959,,,,,,,,
NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O,,-1.47,,,,,,,,
NC(Cc1ccc(O)cc1)C(=O)O,,-2.6561,,,,,,,,
NC(Cc1ccccc1)C(=O)O,,-1.0657,,,,,,,,
NC(N)=NC(N)=Nc1ccc2ccccc2c1,,-2.5497,,,,,,,,
NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,,0.3322,,,,,,,,
NC(N)=NCCC[C@H](N)C(=O)O.[Cl-].[H+],,0.5397304724,,,,,,,,
NC(N)=NCCS(=O)(=O)O,,-0.6321,,,,,,,,
NC(N)=NS(=O)(=O)c1ccc(N)cc1,,-1.9885,,,,,,,,
NC(N)=N[N+](=O)[O-],,-1.4858424644,,,,,,,,
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,,-2.65,,-5.9488473,,,,,,
NC(N)=Nc1nc2ccccc2s1,,-2.4412,,,,,,,,
NC(N)=O,,0.9578400994,,,,,,,,
NC(N)=O.O=P(O)(O)O,,0.5376020021,,,,,,,,
NC(N)=O.O=S(=O)([O-])O.OC[P+](CO)(CO)CO,,0.4036921179,,,,,,,,
NC(N)=O.OC[P+](CO)(CO)CO.[Cl-],,0.4251118411999999,,,,,,,,
NC1(C(=O)O)CCCC1,,-0.4122,,,,,,,,
NC1=CC(=O)C(=O)c2ccccc21,,-3.84,,,,,,,,
NC1=NC(N)C(=O)C(=O)N1,,-1.6978,,,,,,,,
NC1C(O)C(O)C(O)C(O)C1O,,-1.41,,,,,,,,
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,,-4.53,,,,,,,,
NC1CC1,,1.2433943163,,,,,,,,
NC1CCC(CC2CCC(N)CC2)CC1,,-1.6240034803,,,,,,,,
NC1CCCCC1,,1.0035890328,,,,,,,,
NC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,,-5.32,,,,,,,,
NC1CONC1=O,,-0.01,,,,,,,,
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,,-4.5296,,,,,,,,
NC=O,,1.3463919758,,,,,,,,
NCC(=O)NC(Cc1ccc(O)cc1)C(=O)O,,-0.73,,,,,,,,
NCC(=O)NCC(=O)NCC(=O)O,,-0.53,,,,,,,,
NCC(=O)NCC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,,-1.23,,,,,,,,
NCC(=O)NCC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,,-1.29,,,,,,,,
NCC(=O)NCC(=O)O,,0.1,,,,,,,,
NCC(=O)NCC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1,,-1.3,,,,,,,,
NCC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,,-1.19,,,,,,,,
NCC(CC(=O)O)c1ccc(Cl)cc1,,-1.7,,,,,,,,
NCC(F)F,,0.5225303771,,,,,,,,
NCC(O)C(=O)O,,-0.8229,,,,,,,,
NCC(O)CO,,1.0404339534,,,,,,,,
NCC(O)c1ccccc1,,-0.4764,,,,,,,,
NCC1(CC(=O)O)CCCCC1.[Cl-].[H+],,0.0190211463,,,,,,,,
NCCC(=O)O,,0.7865480445999999,,,,,,,,
NCCCCC(=O)O,,0.9313,,,,,,,,
NCCCCC(N)C(=O)O,,0.8351,,,,,,,,
NCCCCC(NC(=O)c1ccccc1)C(=O)O,,-2.2845,,,,,,,,
NCCCCCC(=O)O,,0.5854,,,,,,4.9,,
NCCCCCCCCCCC(=O)O,,-2.4007753619,,,,,,,,
NCCCCCCCCCCN,,1.5277010030000002,,,,,,,,
NCCCCCCN,,0.7389034055,,,,,,,,
NCCCCCCNC(=O)O,,-0.0952988049,,,,,,,,
NCCCNc1ccccc1,,-1.6543,,,,,,,,
NCCN,,1.2211,,,,,,,,
NCCN(CCN)CCN.NCCNCCNCCN,,0.5339097655,,,,,,,,
NCCN1CCNCC1,,-0.1112860428999999,,,,,,,,
NCCNCCN,,0.9864,,,,,,,,
NCCNCCNCCNCCN,,0.723,,,,,,,,
NCCNCCS(=O)(=O)[O-].[Na+],,0.2445359542,,,,,,,,
NCCNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,,-2.35,,,,,,,,
NCCO,,1.2140725315,,,,,,,,
NCCO.O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,-3.5891,,,,,,,,
NCCO.O=C(O)CS,,0.8147327303,,,,,,,,
NCCOCCN,,0.9823282162,,,,,,,,
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,,-0.5004,,,,,,2.4,,
NCCc1c[nH]c2ccc(O)cc12,,-0.945,,-4.8600001,,,,,,
NCCc1c[nH]c2ccccc12,,-3.3,,,,,,,,
NCCc1ccc(O)c(O)c1,,0.12,,,,,,,,
NCCc1ccc(O)c([N+](=O)[O-])c1,,-1.3399,,,,,,,,
NCCc1ccc(O)cc1,,-1.1161078312,,,,,,,,
NCCc1ccccc1,,-0.2823811698,,,,,,,,
NCc1ccc(CN)cc1,,1.1750718055,,,,,,,,
NCc1ccc(S(N)(=O)=O)cc1,,0.321,,,,,,,,
NCc1ccccn1,,0.966,,,,,,,,
NCc1ccco1,,1.0127047417,,,,,,,,
NCc1ccncc1,,0.966,,,,,,,,
NN,,1.4942,,,,,,,,
NN.[Cl-].[H+],,1.5956288145,,,,,,,,
NN=C(N)N.O=C(O)O,,-1.6153792849000002,,,,,,,,
NN=c1nc[nH]c2nccnc12,,-1.8632,,,,,,,,
NNC(=O)C(N)CO.[Cl-].[H+],,0.5104628122,,,,,,,,
NNC(=O)CC(=O)NN,,-0.121,,,,,,,,
NNC(=O)NN,,0.4145585536,,,,,,,,
NNC(=O)Nc1ccccc1,,-2.33,,,,,,,,
NNC(=O)c1ccc([N+](=O)[O-])s1,,-1.97,,,,,,,,
NNC(=O)c1ccc2c(c1)OCO2,,-0.6,,,,,,,,
NNC(=O)c1cccnc1,,-0.1372,,,,,,,,
NNC(=O)c1nccs1,,-0.6787,,,,,,,,
NNC(N)=S,,-0.8457609068,,,,,,,,
NNCCO,,1.1186,,,,,,,,
NNCc1ccccc1.[Cl-].[Cl-].[H+].[H+],,-1.6467890106,,,,,,,,
NNP(=O)(Oc1ccccc1)Oc1ccccc1,,-2.2373,,,,,,,,
NNP(=S)(NN)c1ccccc1,,-1.425,,,,,,,,
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,,-3.7584891954,,,,,,,,
NNc1ccc(S(N)(=O)=O)cc1.[Cl-].[H+],,-0.1912743698,,,,,,,,
NNc1cccc(S(=O)(=O)O)c1,,-0.8275,,,,,,,,
NNc1ccccc1,,0.07,,,,,,,,
NO,,-0.763033718,,,,,,,,
NO.[Cl-].[H+],,0.6895503556999999,,,,,,,,
NOS(=O)(=O)O,,0.0752827195,,,,,,,,
NP(N)(=O)Oc1ccccc1,,-1.4876534031,,,,,,,,
NP(N)(=O)c1ccccc1,,-1.1482,,,,,,,,
NS(=O)(=O)[O-].NS(=O)(=O)[O-].[Ca+2],,0.4388612161999999,,,,,,,,
NS(=O)(=O)c1cc(C(=O)c2ccc(CN3CCOCC3)cc2)cs1,,-1.52,,,,,,,,
NS(=O)(=O)c1cc(C(=O)c2ccc(CNCc3ccccc3)cc2)cs1,,-3.37,,,,,,,,
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,,-2.8612,,,,,,,,
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,,-3.4507,,,3.9,,,36.0,,
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1,,-2.4,,,,,,,,
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1,,-3.03,,,,,,,,
NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,,-2.72,,,,,,,,
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,,-0.8186,,,,,,,,
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,,-2.97,,,2.2,,,5.2,,
NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,,-4.3128,,,,,,,,
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,,-2.63,,,,,71.99,,,
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,,-3.67,,,,,,,,
NS(=O)(=O)c1cc2c(s1)C(O)CCS2,,-2.25,,,,,,,,
NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,,-1.28,,,,,,,,
NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O,,-1.57,,,,,,,,
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,,-1.54,,,,,,,,
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,,-2.68,,,,,,,,
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,,-3.02,,,,,,,,
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,,-1.65,,,,,,,,
NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O,,-1.35,,,,,,,,
NS(=O)(=O)c1cc2c(s1)SCCC2=O,,-3.55,,,,,,,,
NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1,,-1.33,,,,,,,,
NS(=O)(=O)c1ccc(CCCCCO)cc1,,-1.9712,,,,,,,,
NS(=O)(=O)c1ccc(CCCO)cc1,,-1.032,,,,,,,,
NS(=O)(=O)c1ccc(CNC(=S)NC(C(=O)O)C(O)c2ccccc2)cc1,,-1.29,,,,,,,,
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,,-2.03,,,,,,,,
NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,,-2.9899599684,,,,,,,,
NS(=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,,-0.9801,,,,,,,,
NS(=O)(=O)c1ccc(NO)cc1,,-0.84,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3cccnc3)n2)cc1,,-1.27,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)Cc3ccccc3)n2)cc1,,-2.7,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccc(Br)cc3)n2)cc1,,-2.62,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)n2)cc1,,-1.82,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccccc3)n2)cc1,,-2.55,,,,,,,,
NS(=O)(=O)c1ccc(SCCO)cc1,,-1.8239,,,,,,,,
NS(=O)(=O)c1ccc([O-])c(N=Nc2c(S(=O)(=O)[O-])cc3cc(Nc4ccc5c([O-])c(N=Nc6cc(S(N)(=O)=O)ccc6[O-])c(S(=O)(=O)[O-])cc5c4)ccc3c2[O-])c1.[Cu+2].[Cu+2].[Na+].[Na+],,-2.7104892768,,,,,,,,
NS(=O)(=O)c1ccc([O-])c(N=Nc2c([O-])ccc3ccccc23)c1.NS(=O)(=O)c1ccc([O-])c(N=Nc2c([O-])ccc3ccccc23)c1.[Co+3].[Na+],,-2.2022038482,,,,,,,,
NS(=O)(=O)c1ccccc1,,-1.5630000000000002,,,,,,,,
NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1,,-3.08,,,,,,,,
NS(=O)(=O)c1nnc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)s1,,-1.37,,,,,,,,
NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,,-1.21,,,,,,,,
